@RELATION 'cellcycle0.names'

@ATTRIBUTE cln3-1                                  numeric
@ATTRIBUTE cln3-2                                  numeric
@ATTRIBUTE clb2-2                                  numeric
@ATTRIBUTE clb2-1                                  numeric
@ATTRIBUTE alpha0                                  numeric
@ATTRIBUTE alpha7                                  numeric
@ATTRIBUTE alpha14                                 numeric
@ATTRIBUTE alpha21                                 numeric
@ATTRIBUTE alpha28                                 numeric
@ATTRIBUTE alpha35                                 numeric
@ATTRIBUTE alpha42                                 numeric
@ATTRIBUTE alpha49                                 numeric
@ATTRIBUTE alpha56                                 numeric
@ATTRIBUTE alpha63                                 numeric
@ATTRIBUTE alpha70                                 numeric
@ATTRIBUTE alpha77                                 numeric
@ATTRIBUTE alpha84                                 numeric
@ATTRIBUTE alpha91                                 numeric
@ATTRIBUTE alpha98                                 numeric
@ATTRIBUTE alpha105                                numeric
@ATTRIBUTE alpha112                                numeric
@ATTRIBUTE alpha119                                numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_30                                numeric
@ATTRIBUTE cdc15_50                                numeric
@ATTRIBUTE cdc15_70                                numeric
@ATTRIBUTE cdc15_80                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_100                               numeric
@ATTRIBUTE cdc15_110                               numeric
@ATTRIBUTE cdc15_120                               numeric
@ATTRIBUTE cdc15_130                               numeric
@ATTRIBUTE cdc15_140                               numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_160                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_180                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_200                               numeric
@ATTRIBUTE cdc15_210                               numeric
@ATTRIBUTE cdc15_220                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_240                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE cdc28_0                                 numeric
@ATTRIBUTE cdc28_10                                numeric
@ATTRIBUTE cdc28_20                                numeric
@ATTRIBUTE cdc28_30                                numeric
@ATTRIBUTE cdc28_40                                numeric
@ATTRIBUTE cdc28_50                                numeric
@ATTRIBUTE cdc28_60                                numeric
@ATTRIBUTE cdc28_70                                numeric
@ATTRIBUTE cdc28_80                                numeric
@ATTRIBUTE cdc28_90                                numeric
@ATTRIBUTE cdc28_100                               numeric
@ATTRIBUTE cdc28_110                               numeric
@ATTRIBUTE cdc28_120                               numeric
@ATTRIBUTE cdc28_130                               numeric
@ATTRIBUTE cdc28_140                               numeric
@ATTRIBUTE cdc28_150                               numeric
@ATTRIBUTE cdc28_160                               numeric
@ATTRIBUTE elu0                                    numeric
@ATTRIBUTE elu30                                   numeric
@ATTRIBUTE elu60                                   numeric
@ATTRIBUTE elu90                                   numeric
@ATTRIBUTE elu120                                  numeric
@ATTRIBUTE elu150                                  numeric
@ATTRIBUTE elu180                                  numeric
@ATTRIBUTE elu210                                  numeric
@ATTRIBUTE elu240                                  numeric
@ATTRIBUTE elu270                                  numeric
@ATTRIBUTE elu300                                  numeric
@ATTRIBUTE elu330                                  numeric
@ATTRIBUTE elu360                                  numeric
@ATTRIBUTE elu390                                  numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
-0.09,0.03,-0.25,-0.12,-0.36,0.7,0.33,0.05,0.16,0.02,0.08,-0.12,-0.1,-0.21,0.52,-0.58,-0.29,-0.07,0.07,0.03,?,-0.22,-0.2,-0.18,-0.2,-0.09,0.22,0.02,-0.3,-0.01,-0.32,0.36,-0.15,0.12,-0.82,-0.07,-0.04,-0.03,-0.13,-0.09,-0.09,0.49,0.13,0.56,0.34,0.47,0.76,-0.46,-0.32,0.06,-0.42,-0.09,-0.97,-0.01,0.24,0.21,0.16,0.41,0.42,0.23,-0.22,?,?,1.07,-0.05,0.09,0.33,0.04,-0.44,-0.14,0.06,-0.06,-0.3,-0.19,-0.06,-0.3,-0.05,01/04@14/07/03@32/01
-0.15,-0.29,-0.22,-1.64,-0.03,0.33,0.55,0.32,0.24,0.15,-0.62,-0.17,0.03,-0.42,0.42,-0.05,-0.12,-0.24,-0.12,0.16,-0.11,-0.32,-0.61,-0.71,-0.46,0.01,0.14,-0.1,-0.26,-0.17,0.04,0.17,-0.04,0.47,0.18,0.25,-0.05,0.22,-0.52,0.21,0.13,0.24,-0.24,0.44,0.21,0.48,-0.57,-0.35,-0.38,-0.46,-0.77,-0.13,0.03,-0.07,-0.06,0.38,0.43,0.19,?,0.36,0.46,0.42,0.51,0.65,0.07,?,0.22,-0.27,-0.36,-0.33,0.26,-0.14,-0.1,-0.09,-0.03,0.13,-0.01,10/03/03@16/01@20/09/18@40/01@42/04/03@43/01/03/05
-0.79,-0.81,0.21,-0.74,2.38,1.45,0.69,-0.26,-0.37,-0.29,0.09,0.03,-0.05,-0.51,-0.47,-0.89,-0.19,-0.08,-0.7,-0.56,-0.22,-0.03,1.87,0.26,-1.53,0.59,1.09,0.13,1.6,1.14,1.83,0.25,0.33,-0.4,-0.52,-0.75,0.2,0.17,1.04,0.15,1.65,-1.3,-1.02,-2.2,-2.3,-2.28,3,2.72,-0.5,-0.79,-1.63,-0.37,-0.26,0.63,1.13,?,?,?,-0.5,-0.26,-1.96,-0.96,-0.26,0.24,-0.33,-0.28,-0.04,0.55,0.68,0.2,-0.16,-0.04,0.23,-0.01,-0.45,-0.4,-0.2,01/05
-0.97,-0.27,0.15,-0.22,0.04,-0.28,0.17,-0.39,0.25,-0.11,0.07,0.04,?,-0.08,0.69,-0.08,-0.16,-0.22,-0.03,-0.09,0.01,0.17,0.39,0.18,0.18,0.09,-0.29,0.19,-0.45,0.36,-0.31,0.27,-0.29,0.19,-0.57,-0.06,-0.54,0.27,-0.54,0.25,-0.54,0.03,-0.16,0.56,0.31,0.47,-0.04,0.64,0.02,-0.46,-0.54,0,0.32,0.27,0.14,-0.06,0.03,-0.08,-0.45,?,0.05,0.02,0.16,0.02,-0.03,0,0.09,0.23,-0.26,-0.07,-0.15,-0.15,0.06,0,0.07,0.16,0.04,11/04/03/01@14/10@16/03/03
-0.64,-0.71,-0.15,-0.23,0.14,0.2,?,0.18,-0.18,-0.12,-0.03,0.01,0.01,0.15,0.11,-0.05,0.35,-0.25,-0.18,-0.25,0.05,-0.14,0.27,0.36,0.02,-0.21,-0.27,-0.11,-0.13,0.03,-0.4,0.1,0.26,-0.23,-0.31,-0.19,0.02,0.1,-0.25,-0.19,0,0.12,-0.04,0.37,0.29,0.4,-0.37,-0.04,0.13,-0.43,-0.67,0.06,0.01,0.06,0.14,0.42,0.23,-0.01,-0.06,0.08,0.08,0.23,0.14,0.4,0.02,0.12,-0.17,0.02,-0.02,-0.48,-0.13,0.18,-0.02,0.03,0.07,0,0,11/04/03/01@12@16/03/03
-0.03,?,?,0.14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.74,-0.35,-0.65,0.32,0.01,-0.86,0.29,-0.1,0.06,-0.72,0.32,?,1.5,0.48,0.42,-0.51,-0.15,0.14,0.34,0.62,0.66,-1.04,0.45,-0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12/01/01@12/04@42/16
-0.25,-0.09,0.08,0.62,1.19,0.21,0.12,-0.06,0.17,-0.18,-0.06,-0.29,-0.23,0.35,-0.13,0.05,-0.2,-0.43,-0.31,-0.1,0.01,-0.13,0.76,0.55,0.46,0.31,-0.19,0.3,-0.23,0.49,0.51,0.05,-0.65,-0.05,-0.46,-0.57,0.01,0.15,0.78,0.29,0.51,-0.76,-0.34,-0.49,-0.73,-0.71,0.77,-0.95,-0.8,-0.14,0.53,0.48,0.56,0.77,0.48,-0.35,-0.44,-0.38,-0.55,-1.09,?,0.4,0.7,2.09,-0.11,0.02,-0.05,-0.05,-0.47,-0.31,-0.02,-0.19,-0.11,-0.38,-0.29,-0.07,-0.07,11/04/02@20/01/07
-0.42,-0.45,-0.54,-0.18,-0.16,1.05,0.26,0,-0.22,-0.18,?,0.22,-0.14,0.45,?,-0.09,0.11,-0.18,-0.33,-0.4,-0.44,0.04,0.78,0.71,0.32,-0.22,0.24,-0.46,0.22,-0.16,0.24,-0.2,-0.04,-0.07,-0.22,-0.49,0.38,-0.05,0.18,-0.27,0.53,-0.42,0.37,-0.42,-0.51,-0.44,0.43,0.4,0.56,0.77,0.34,0.29,-0.19,0.27,0.15,-0.79,-0.18,-0.35,-0.52,-0.52,?,-0.45,-0.21,-0.6,0.46,0.08,0.21,0.18,0.05,0.03,-0.04,0.12,0.16,0.16,0.03,-0.38,-0.48,01/05/03@02/19
-0.81,-0.45,-0.1,-0.51,-0.05,-0.24,-0.36,-0.31,-0.31,0.07,-0.19,0.04,0.46,-0.12,0.57,0.09,0.01,-0.19,0.04,0.3,0.03,0.15,0.95,1.28,1.09,0.08,0.11,-0.11,0.22,0.13,0.01,0.11,-0.19,0.03,-0.57,-0.09,-0.65,0.16,-0.99,0.15,-0.11,0.19,-1.02,-0.36,-0.38,-0.07,-0.39,0.27,0.34,0.21,0.12,-0.28,0.11,-0.03,-0.12,0.18,0.1,?,-0.63,0.13,0.34,-0.28,-0.06,-0.67,0.14,0.18,0.18,0.25,0.57,0.29,0.18,0.02,-0.03,0.17,-0.52,-0.54,-0.23,11/02/02@11/04/02@16/03/03
1.52,1.76,-1.25,-1.51,-0.73,-1.06,-0.79,-0.02,0.16,0.44,0.03,0.11,-0.2,-1.26,-0.37,0.03,0.67,0.68,0.87,0.95,0.45,0.05,-2.35,-0.38,0.91,0.56,0.83,-0.04,-0.42,-1.54,-1.42,-0.65,0.4,1.2,1.27,1.16,1.02,0.82,-0.18,0,0.04,-0.72,-1.31,-0.18,0.36,0.61,-0.88,-0.14,0.57,0.21,-0.11,-0.34,0.3,-0.55,-0.75,0.26,0.43,?,-0.18,0.18,0.74,0.43,-0.18,-0.74,-1.09,-1.27,-0.71,-0.2,0.64,0.59,0.62,0.16,0.35,0.47,0.27,0.44,0.46,01/05/02/04@01/05/02/07@14/07/02@42/01
0.32,-0.4,-0.18,-0.25,0.04,-0.55,-0.1,0.04,-0.1,-0.15,-0.1,0.43,-0.15,0.19,0.33,-0.04,-0.11,-0.11,0.15,0.47,-0.38,0.13,-0.93,0.03,0.75,0.12,-0.14,-0.14,-0.3,-0.24,-0.05,0.07,0.19,0.22,0.05,0.22,-0.13,0.02,0.24,-0.28,0.42,0.43,0.03,0.12,-0.28,-0.39,-0.16,-0.68,-0.28,-0.11,0.63,0.26,0.13,0.24,0.1,0,0.13,0.18,0.14,?,-0.11,-0.59,0.12,-0.21,-0.12,-0.04,0.12,-0.02,-0.04,0.1,-0.07,0.06,-0.04,-0.05,0.2,0.09,0.04,14/10@20/09/07/03
-0.56,-0.07,-0.25,0.45,-0.14,-0.06,0.11,0.28,0.26,0.23,0.37,0.17,0.02,0.19,-0.05,0.07,-0.2,-0.53,-0.14,-0.26,-0.19,-0.13,-0.39,-0.54,-0.31,0.28,-0.25,0.48,-0.54,0.44,-0.33,0.44,-0.18,0.35,-0.2,0.27,-0.29,0.26,-0.06,0.37,-0.16,-0.31,-0.22,0.24,0.15,0.48,-0.58,-0.13,-0.03,-0.33,-0.4,-0.32,-0.08,-0.18,-0.17,0.67,0.26,0.05,0.06,?,0.34,0.6,0.24,-0.66,-0.34,0.19,0.07,0.11,-0.01,-0.07,0.17,0.09,0.26,0.03,-0.01,0.05,0.1,01/01/03/02/01@01/05@02/10@16/21/07
0.38,-0.23,0,-0.3,-0.18,0.03,-0.1,0.07,-0.1,-0.07,0.09,-0.03,-0.01,0.04,0.32,0.15,-0.03,-0.35,-0.15,0.3,0.02,?,-0.26,0.64,0.77,0.24,0.24,0.31,-0.41,-0.23,0.53,-4.12,0.39,0.33,0.17,0.28,-0.31,-0.03,0.53,0.03,0.61,0.85,0.59,-0.95,-0.01,-0.21,-0.15,-0.06,0.03,-0.14,-0.44,0.31,0.08,-0.18,0.14,0.61,0.29,0.01,0.11,-0.3,-0.29,?,?,0.22,-0.09,-0.04,0.5,0.21,-0.11,0.21,-0.04,-0.13,-0.08,0.08,-0.25,-0.34,-0.13,14/13/04@18/02/01@42/25
-0.43,-0.64,-0.36,-0.14,-0.15,0.41,-0.25,-0.07,-0.52,0.17,-0.33,0.18,0.13,0.13,0.02,-0.05,-0.09,-0.02,-0.25,0.32,0.12,0.26,-0.22,-0.03,-0.17,-0.09,0.34,-0.31,0.25,-0.12,-0.06,-0.24,0.15,-0.19,0.08,-0.19,0.05,0.16,0.21,-0.19,0.39,0.57,0.17,-0.01,-0.24,-0.33,0.61,0.05,-0.1,0.24,0.24,-0.09,-0.45,0.08,0.28,-0.48,-0.05,0.16,0.03,-0.36,-0.17,?,?,-0.1,0.11,0.13,0.18,0,0.02,0.1,-0.07,-0.21,-0.13,0.01,-0.07,0.01,0.02,01/01@01/07/01@01/07/07@11/02/03/04/01
-0.76,-0.69,0.24,0.18,-0.08,-0.19,-0.28,0.11,-0.24,0.03,-0.46,0.27,0.34,-0.34,0.39,-0.17,0.11,-0.05,0.17,0.46,-0.11,0.03,-0.88,-0.82,-0.48,-0.23,0.85,-0.09,0.92,-0.06,1.34,-0.1,0.58,0.28,0.6,-0.45,0.11,-0.23,-0.18,-0.01,1.04,-0.1,-0.2,-0.51,-0.86,-0.5,-0.01,-0.26,0.13,0.12,0.51,-0.37,0.09,-0.03,-0.34,?,-2.65,0.5,-0.4,0.68,0.82,0.49,0.71,-0.3,-0.43,0.22,0.1,-0.02,0.28,0.5,0.35,0.01,0.18,0.15,-0.25,-0.47,-0.31,12/01/01@12/04/02
-0.58,-0.43,0.2,0.06,1.38,?,0.17,?,?,-0.16,-0.26,?,0.11,-0.05,?,-0.2,-0.2,-0.39,?,0.03,?,-0.43,-0.74,-0.48,-0.18,-0.01,0.73,0.04,0.5,0.06,0.81,-0.03,0.22,0.34,0.26,-0.12,0.26,-0.27,-0.47,-0.01,0.62,0.14,-0.41,-0.31,-0.66,-0.29,-0.14,-0.06,0.26,0.21,0.51,-0.33,0.1,0.04,-0.33,?,-2.74,0.39,-0.29,0.49,0.62,0.6,0.67,0.13,-0.05,0.34,1.36,0.43,0.87,0.68,0.25,-0.69,-0.66,-0.42,-1.31,-0.61,-0.33,12/01/01
-0.25,0.58,-0.15,0.5,-0.42,-0.31,-0.37,0,-0.37,0.02,-0.35,-0.01,0.07,0.34,0.43,-0.01,-0.1,-0.06,0.15,0.48,0.13,0.38,-0.3,-0.24,-0.18,0.16,0.68,0.15,0.48,-0.2,-0.02,-0.4,-0.02,-0.28,0.18,-0.11,-0.01,0.34,-0.06,0.34,0.38,-0.09,0.19,-0.42,-0.26,-0.32,-0.69,-0.32,-0.22,-0.1,0.18,-0.28,0.15,0,-0.28,0.39,0.11,0.08,?,0.15,0.37,0.27,0.2,-0.35,-0.12,-0.3,0.03,-0.36,0.2,0.11,0.3,0.12,0.23,0.07,0.09,0.09,-0.11,11/04/03/01@16/01@16/19/03@20/01/21
-0.3,-0.29,-0.18,-0.43,-0.31,?,0.08,0.16,-0.13,-0.01,?,-0.03,?,?,0.4,?,0.14,-0.53,?,0.22,?,?,-0.09,-0.04,-0.41,-0.71,-0.07,-0.47,0.12,-0.29,0.7,-0.04,0.38,-0.03,0.37,-0.33,0.4,-0.37,0.26,-0.37,0.8,0.29,0.4,-0.17,-0.24,-0.07,0.76,-0.14,-0.48,0.03,-0.14,-0.64,-0.14,-0.03,-0.03,-0.09,-0.41,0.13,0.08,-0.09,0.03,0.7,0.48,0.49,0.67,0.56,0.53,-0.72,-0.03,0.04,-0.11,-0.44,-0.5,-0.77,-0.27,0.28,0.28,02/11@02/13/03@02/16/01@20/01/15@42/16
-0.32,-0.47,-0.29,-0.1,-0.02,?,0.01,?,-0.02,-0.18,0.16,0.1,0.13,?,0,-0.04,?,0.03,0.01,-0.04,-0.02,-0.12,0.15,0.09,0.02,-0.14,0.09,-0.47,0.41,0.25,-0.06,0.14,-0.14,0.05,-0.45,-0.08,0,0.14,-0.26,-0.02,0.09,0.09,-0.33,0.28,0.14,0.02,0.67,0.18,-0.86,0.06,-0.22,0.06,?,0.4,-0.51,0.1,-0.17,-0.27,-0.22,0.36,0.18,0.14,0.1,0.22,0.12,0.12,-0.16,-0.2,-0.36,-0.23,-0.21,0.14,0.08,0.12,0.17,-0.05,0.25,11/04/03/01@16/03/03
-0.03,-0.01,-0.32,0.53,0.06,-0.22,-0.03,0.06,-0.01,-0.2,0.23,-0.28,-0.12,0.28,0.09,0.17,0.11,-0.1,-0.06,0.01,-0.06,0.06,-0.25,0.01,0.38,-0.22,-0.1,-0.01,-0.38,0.26,0.09,0.45,0.01,0.33,0.11,0.05,-0.65,-0.22,-0.27,0.03,-0.27,0.03,-0.38,0.51,0.3,0.19,-0.84,-0.65,0.1,-0.15,-0.31,-0.1,0.07,0.06,0.2,-0.16,0.46,0.26,0.16,0.27,?,0.55,0.08,0,-0.45,0.08,-0.32,-0.1,-0.02,-0.24,0.18,0.19,0.18,0.15,0.03,-0.08,0.4,01/06@14/07/01@30/01
-0.38,-0.32,-0.27,-0.12,-0.12,-0.07,?,0.15,0.01,0.1,-0.41,-0.05,0.12,0.13,0.18,0.01,-0.04,-0.29,-0.14,0.43,-0.07,0.07,0.37,0.38,0.22,-0.6,-0.16,-0.24,0.47,-0.44,?,-0.38,-0.36,-0.34,-0.24,-0.05,0.23,0.01,0.14,-0.44,0.32,0.4,0.95,0.05,-0.29,-0.02,0.57,0.77,-0.31,0.28,0,0.05,-0.34,0.22,0.03,-0.45,-0.05,0.05,-0.24,-0.43,-0.14,?,?,-0.08,0.15,0.03,-0.13,0.01,0.1,0.23,0.11,-0.05,-0.16,0.05,-0.25,-0.06,0.05,11/04/03/01
-0.74,0.04,-0.22,0.11,-0.13,0.16,0.09,0.28,-0.12,0.21,-0.41,-0.15,0.02,0.22,0.27,-0.09,-0.07,-0.18,-0.03,0.05,-0.02,-0.1,-0.01,-0.01,-0.02,-0.08,0.25,-0.49,-0.22,-0.62,-0.59,-0.28,-0.06,0.08,-0.18,0.38,0.35,0.18,-0.06,0.15,0.11,0.13,0.06,0.31,0.18,0.42,-0.15,0.25,0.02,0.08,-0.14,-0.29,-0.2,-0.05,-0.18,0.11,0.31,0.02,0,0.11,?,0.17,-0.06,-0.45,0.34,-0.31,-0.5,-0.53,0.01,0.05,0.36,0.25,0.04,0.11,0.03,0.21,0.39,01/04@16/19/03@32/01/05@32/07@34/11/03@34/11/09
0.59,1.23,0,-0.36,-0.54,-0.15,0.26,0.6,0.23,0.23,-0.39,-0.17,-0.06,-0.23,0.22,0.34,0.43,-0.08,-0.06,-0.04,-0.46,-0.14,0.13,0.25,0.47,-0.33,-0.63,-0.91,-0.63,-0.43,-0.33,0.25,0.09,0.8,0.13,0.43,-0.33,0.04,-0.61,-0.29,-0.03,0.39,-0.18,0.71,0.41,0.61,-0.49,0.24,0.79,0.24,-0.06,-0.09,-0.28,-0.33,-0.34,0.17,0.37,0.31,-0.09,?,-0.4,0.01,-0.05,-0.73,-0.36,0.1,0.02,-0.31,0.1,0.25,0.3,-0.2,0.2,0.08,0.17,0.08,0.31,01/03/04@01/04@01/05/09/04@01/05/09/07@42/01
-0.4,-0.36,-0.43,-0.32,-0.26,0.07,-0.24,-0.04,-0.18,0.21,-0.16,0.22,0.28,0.25,0.06,-0.11,-0.11,-0.09,-0.24,0.16,0.03,0.13,0.09,0.03,0.11,-0.07,0.18,-0.17,0.2,-0.19,0,-0.24,0.02,-0.36,0.07,-0.22,0.13,-0.14,0.28,-0.24,-0.11,0.61,0.51,-0.09,-0.31,-0.11,0.26,0.12,0.11,0.24,0.03,0.08,-0.06,0.22,0.07,-0.33,-0.26,-0.01,?,-0.17,-0.15,-0.15,0,0.02,-0.01,0.45,-0.33,0.07,0.07,0.02,-0.02,-0.14,0.07,0.12,-0.18,-0.33,0.2,01/04@10/01/05/01@10/03/01@11/02/03/01/01@11/02/03/04@14/07/03
-0.45,-0.45,-0.27,0.23,0.22,0.43,0.14,0.43,0.14,-0.01,0.12,-0.25,0.1,-0.06,-0.11,-0.11,0.01,-0.4,-0.14,-0.27,-0.16,-0.09,-0.04,0.03,0.35,0.31,-0.04,0.46,-0.22,0.3,-0.2,0.16,-0.96,0.03,-0.42,-0.02,-0.18,0.18,-0.02,0.19,-0.42,-0.22,-0.57,0.36,0.35,0.57,0.26,-0.26,0.09,0.13,0.19,-0.02,-0.33,0,0.02,0.47,0.01,0.23,-0.32,-0.22,?,-0.23,-0.04,-0.46,0.81,-0.13,-0.44,-0.11,-0.11,-0.65,0.08,0.09,0.19,0.19,0.16,0.19,0.19,14/07@18/02/01/01/03@32/01/01@32/07@34/01/01/01
